groupId,playerId,fair,T,W,LTC,age,gender
13,2,Fair,RE2,True,rules,31,Female
13,1,Unfair,RE2,False,rules,25,Male
13,1,Fair,RE2,False,luck,43,Female
13,2,Fair,RE2,True,talent,52,Male
13,1,Unfair,RE2,False,talent,53,Female
13,2,Fair,RE2,True,luck,53,Female
13,1,Unfair,RE2,True,rules,24,Male
13,2,Unfair,RE2,False,luck,32,Male
13,2,Fair,RE2,True,luck,33,Male
13,1,Unfair,RE2,False,rules,29,Male
13,1,Unfair,RE2,True,luck,30,Male
13,2,Unfair,RE2,False,rules,31,Male
14,2,Unfair,RE2,True,luck,37,NA
14,1,Fair,RE2,False,rules,46,Female
14,1,Fair,RE2,True,talent,54,Female
14,2,Unfair,RE2,False,rules,24,Male
14,2,Fair,RE2,True,rules,34,Male
14,1,Unfair,RE2,False,luck,50,Female
14,2,Unfair,RE2,True,luck,31,Female
14,1,Unfair,RE2,False,luck,22,Male
15,1,Unfair,RE2,False,luck,27,Male
15,2,Fair,RE2,True,rules,34,Female
16,2,Unfair,RE2,True,luck,40,Male
16,1,Unfair,RE2,False,luck,29,Male
17,2,Unfair,RE2,False,talent,35,Male
17,1,Fair,RE2,True,luck,38,Male
