"","Year","Educ_H","Educ_W"
"1361",1990,2,2
"1362",1990,2,1
"1363",1990,1,2
"1364",1990,2,2
"1365",1990,2,2
"1366",1990,2,2
"1367",1990,2,1
"1368",1990,2,3
"1369",1990,3,3
"1370",1990,2,3
"1371",1990,2,4
"1372",1990,2,2
"1373",1990,2,2
"1374",1990,3,3
"1375",1990,2,2
"1376",1990,3,1
"1377",1990,5,5
"1378",1990,2,1
"1379",1990,3,1
"1380",1990,1,2
"1381",1990,2,1
"1382",1990,2,2
"1383",1990,3,2
"1384",1990,2,2
"1385",1990,1,1
"1386",1990,2,2
"1387",1990,4,2
"1388",1990,2,2
"1389",1990,2,2
"1390",1990,2,2
"1391",1990,5,5
"1392",1990,5,3
"1393",1990,2,2
"1394",1990,3,2
"1395",1990,2,1
"1396",1990,2,2
"1397",1990,2,2
"1398",1990,3,3
"1399",1990,2,1
"1400",1990,3,2
"1401",1990,2,2
"1402",1990,4,3
"1403",1990,3,2
"1404",1990,2,2
"1405",1990,2,2
"1406",1990,2,1
"1407",1990,2,2
"1408",1990,2,2
"1409",1990,2,2
"1410",1990,3,3
"1411",1990,2,3
"1412",1990,2,1
"1413",1990,2,1
"1414",1990,2,1
"1415",1990,2,3
"1416",1990,2,2
"1417",1990,2,2
"1418",1990,2,1
"1419",1990,1,2
"1420",1990,2,1
"1421",1990,2,2
"1422",1990,5,5
"1423",1990,2,1
"1424",1990,1,1
"1425",1990,2,2
"1426",1990,2,2
"1427",1990,1,1
"1428",1990,2,1
"1429",1990,3,3
"1430",1990,3,2
"1431",1990,3,2
"1432",1990,2,2
"1433",1990,2,2
"1434",1990,1,1
"1435",1990,1,2
"1436",1990,2,2
"1437",1990,2,1
"1438",1990,1,2
"1439",1990,3,1
"1440",1990,2,2
"1441",1990,2,2
"1442",1990,3,3
"1443",1990,2,2
"1444",1990,2,2
"1445",1990,1,2
"1446",1990,1,1
"1447",1990,4,2
"1448",1990,5,4
"1449",1990,2,3
"1450",1990,1,2
"1451",1990,2,2
"1452",1990,1,1
"1453",1990,1,1
"1454",1990,3,5
"1455",1990,4,3
"1456",1990,1,1
"1457",1990,3,2
"1458",1990,2,2
"1459",1990,2,2
"1460",1990,2,3
"1461",1990,1,1
"1462",1990,1,1
"1463",1990,1,1
"1464",1990,2,1
"1465",1990,2,1
"1466",1990,2,1
"1467",1990,2,2
"1468",1990,1,2
"1469",1990,5,2
"1470",1990,1,1
"1471",1990,1,1
"1472",1990,1,2
"1473",1990,1,1
"1474",1990,2,2
"1475",1990,2,1
"1476",1990,1,1
"1477",1990,3,2
"1478",1990,3,3
"1479",1990,2,2
"1480",1990,3,5
"1481",1990,2,1
"1482",1990,5,5
"1483",1990,5,4
"1484",1990,2,2
"1485",1990,2,1
"1486",1990,1,1
"1487",1990,3,2
"1488",1990,1,1
"1489",1990,3,5
"1490",1990,1,1
"1491",1990,1,1
"1492",1990,1,1
"1493",1990,1,1
"1494",1990,2,1
"1495",1990,1,1
"1496",1990,4,4
"1497",1990,1,1
"1498",1990,3,5
"1499",1990,2,3
"1500",1990,2,1
"1501",1990,3,3
"1502",1990,3,2
"1503",1990,1,1
"1504",1990,1,2
"1505",1990,3,2
"1506",1990,2,1
"1507",1990,2,1
"1508",1990,1,1
"1509",1990,1,1
"1510",1990,3,1
"1511",1990,2,2
"1512",1990,1,2
"1513",1990,2,2
"1514",1990,2,1
"1515",1990,1,1
"1516",1990,2,1
"1517",1990,3,1
"1518",1990,3,3
"1519",1990,3,1
"1520",1990,2,2
"1521",1990,2,2
"1522",1990,3,4
"1523",1990,2,2
"1524",1990,2,2
"1525",1990,3,2
"1526",1990,1,2
"1527",1990,2,3
"1528",1990,2,3
"1529",1990,2,2
"1530",1990,3,4
"1531",1990,2,5
"1532",1990,2,1
"1533",1990,4,5
"1534",1990,3,2
"1535",1990,5,4
"1536",1990,3,2
"1537",1990,5,3
"1538",1990,3,4
"1539",1990,2,3
"1540",1990,2,2
"1541",1990,4,3
"1542",1990,4,4
"1543",1990,5,4
"1544",1990,5,3
"1545",1990,5,5
"1546",1990,5,5
"1547",1990,1,1
"1548",1990,1,1
"1549",1990,1,1
"1550",1990,2,3
"1551",1990,2,3
"1552",1990,1,2
"1553",1990,1,1
"1554",1990,1,1
"1555",1990,2,2
"1556",1990,3,3
"1557",1990,2,3
"1558",1990,3,2
"1559",1990,2,2
"1560",1990,2,2
"1561",1990,3,3
"1562",1990,4,3
"1563",1990,3,5
"1564",1990,2,2
"1565",1990,5,5
"1566",1990,2,2
"1567",1990,2,2
"1568",1990,4,2
"1569",1990,5,3
"1570",1990,3,2
"1571",1990,5,5
"1572",1990,4,3
"1573",1990,2,2
"1574",1990,2,3
"1575",1990,3,3
"1576",1990,1,1
"1577",1990,1,1
"1578",1990,1,1
"1579",1990,1,1
"1580",1990,3,3
"1581",1990,1,1
"1582",1990,1,1
"1583",1990,1,1
"1584",1990,1,1
"1585",1990,1,1
"1586",1990,4,5
"1587",1990,2,1
"1588",1990,3,1
"1589",1990,1,1
"1590",1990,1,1
"1591",1990,4,3
"1592",1990,1,3
"1593",1990,2,1
"1594",1990,1,1
"1595",1990,5,5
"1596",1990,3,3
"1597",1990,2,3
"1598",1990,2,2
"1599",1990,2,2
"1600",1990,1,2
"1601",1990,1,1
"1602",1990,2,1
"1603",1990,2,2
"1604",1990,2,2
"1605",1990,1,1
"1606",1990,1,2
"1607",1990,2,2
"1608",1990,1,4
"1609",1990,4,3
"1610",1990,2,3
"1611",1990,2,4
"1612",1990,2,2
"1613",1990,3,1
"1614",1990,1,2
"1615",1990,2,2
"1616",1990,2,3
"1617",1990,2,3
"1618",1990,3,2
"1619",1990,4,3
"1620",1990,5,5
"1621",1990,2,5
"1622",1990,1,1
"1623",1990,2,3
"1624",1990,3,3
"1625",1990,4,4
"1626",1990,2,4
"1627",1990,4,4
"1628",1990,5,4
"1629",1990,2,3
"1630",1990,3,3
"1631",1990,2,2
"1632",1990,2,1
"1633",1990,1,1
"1634",1990,2,2
"1635",1990,4,4
"1636",1990,5,5
"1637",1990,4,2
"1638",1990,1,1
"1639",1990,3,2
"1640",1990,1,2
"1641",1990,1,2
"1642",1990,1,1
"1643",1990,1,1
"1644",1990,1,1
"1645",1990,1,1
"1646",1990,2,1
"1647",1990,1,1
"1648",1990,2,2
"1649",1990,1,1
"1650",1990,5,3
"1651",1990,2,3
"1652",1990,2,2
"1653",1990,1,3
"1654",1990,2,2
"1655",1990,1,1
"1656",1990,1,2
"1657",1990,2,1
"1658",1990,3,2
"1659",1990,2,2
"1660",1990,2,1
"1661",1990,5,5
"1662",1990,2,5
"1663",1990,2,5
"1664",1990,5,4
"1665",1990,4,5
"1666",1990,1,1
"1667",1990,5,2
"1668",1990,3,3
"1669",1990,2,2
"1670",1990,2,2
"1671",1990,1,1
"1672",1990,2,1
"1673",1990,1,1
"1674",1990,1,1
"1675",1990,2,2
"1676",1990,3,3
"1677",1990,2,1
"1678",1990,3,3
"1679",1990,3,2
"1680",1990,2,2
"1681",1990,2,2
"1682",1990,2,2
"1683",1990,2,1
"1684",1990,5,5
"1685",1990,5,5
"1686",1990,2,1
"1687",1990,2,1
"1688",1990,3,4
"1689",1990,2,2
"1690",1990,1,1
"1691",1990,2,2
"1692",1990,3,3
"1693",1990,4,5
"1694",1990,3,2
"1695",1990,3,3
"1696",1990,5,5
"1697",1990,5,5
"1698",1990,5,3
"1699",1990,3,3
"1700",1990,2,2
"1701",1990,1,1
"1702",1990,3,2
"1703",1990,4,4
"1704",1990,2,1
"1705",1990,2,3
"1706",1990,4,4
"1707",1990,3,4
"1708",1990,3,2
"1709",1990,3,3
"1710",1990,2,1
"1711",1990,2,2
"1712",1990,3,3
"1713",1990,2,2
"1714",1990,1,2
"1715",1990,3,3
"1716",1990,3,3
"1717",1990,1,1
"1718",1990,2,1
"1719",1990,2,1
"1720",1990,5,2
"1721",1990,1,2
"1722",1990,2,2
"1723",1990,2,3
"1724",1990,2,5
"1725",1990,5,4
"1726",1990,3,3
"1727",1990,3,3
"1728",1990,2,2
"1729",1990,2,1
"1730",1990,2,1
"1731",1990,2,2
"1732",1990,2,2
"1733",1990,2,2
"1734",1990,1,2
"1735",1990,1,1
"1736",1990,3,1
"1737",1990,2,2
"1738",1990,1,2
"1739",1990,3,3
"1740",1990,3,3
"1741",1990,5,4
"1742",1990,3,3
"1743",1990,5,3
"1744",1990,2,2
"1745",1990,1,1
"1746",1990,2,2
"1747",1990,1,2
"1748",1990,2,1
"1749",1990,3,3
"1750",1990,2,2
"1751",1990,1,1
"1752",1990,2,2
"1753",1990,3,4
"1754",1990,1,1
"1755",1990,2,1
"1756",1990,1,2
"1757",1990,5,3
"1758",1990,2,2
"1759",1990,1,1
"1760",1990,2,2
"1761",1990,2,2
"1762",1990,1,1
"1763",1990,1,4
"1764",1990,1,2
"1765",1990,2,2
"1766",1990,2,2
"1767",1990,1,1
"1768",1990,2,1
"1769",1990,3,3
"1770",1990,2,3
"1771",1990,2,2
"1772",1990,2,1
"1773",1990,1,1
"1774",1990,1,1
"1775",1990,5,4
"1776",1990,3,3
"1777",1990,3,2
"1778",1990,1,1
"1779",1990,1,1
"1780",1990,2,3
"1781",1990,2,2
"1782",1990,3,2
"1783",1990,3,3
"1784",1990,2,2
"1785",1990,3,2
"1786",1990,2,1
"1787",1990,1,1
"1788",1990,1,1
"1789",1990,5,4
"1790",1990,3,3
"1791",1990,2,2
"1792",1990,3,3
"1793",1990,1,1
"1794",1990,1,1
"1795",1990,2,1
"1796",1990,2,3
"1797",1990,3,2
"1798",1990,5,4
"1799",1990,1,2
"1800",1990,2,1
"1801",1990,2,3
"1802",1990,1,1
"1803",1990,4,1
"1804",1990,1,1
"1805",1990,1,1
"1806",1990,2,1
"1807",1990,1,1
"1808",1990,1,1
"1809",1990,1,1
"1810",1990,1,2
"1811",1990,1,1
"1812",1990,3,2
"1813",1990,2,1
"1814",1990,1,1
"1815",1990,1,1
"1816",1990,2,1
"1817",1990,1,1
"1818",1990,2,2
"1819",1990,2,2
"1820",1990,2,3
"1821",1990,1,1
"1822",1990,5,4
"1823",1990,2,5
"1824",1990,1,1
"1825",1990,1,2
"1826",1990,2,2
"1827",1990,2,2
"1828",1990,4,4
"1829",1990,2,2
"1830",1990,2,1
"1831",1990,2,2
"1832",1990,1,1
"1833",1990,3,1
"1834",1990,2,1
"1835",1990,5,4
"1836",1990,2,2
"1837",1990,2,2
"1838",1990,5,3
"1839",1990,3,4
"1840",1990,3,2
"1841",1990,2,3
"1842",1990,1,1
"1843",1990,2,1
"1844",1990,2,1
"1845",1990,2,1
"1846",1990,2,2
"1847",1990,1,1
"1848",1990,2,2
"1849",1990,3,3
"1850",1990,1,1
"1851",1990,2,2
"1852",1990,2,4
"1853",1990,2,2
"1854",1990,1,1
"1855",1990,2,1
"1856",1990,1,1
"1857",1990,4,2
"1858",1990,2,2
"1859",1990,1,1
"1860",1990,2,2
"1861",1990,4,3
"1862",1990,3,3
"1863",1990,4,3
"1864",1990,4,4
"1865",1990,3,4
"1866",1990,5,4
"1867",1990,3,2
"1868",1990,3,3
"1869",1990,2,1
"1870",1990,2,1
"1871",1990,1,1
"1872",1990,2,1
"1873",1990,2,2
"1874",1990,2,1
"1875",1990,3,5
"1876",1990,1,2
"1877",1990,2,2
"1878",1990,1,1
"1879",1990,1,2
"1880",1990,2,1
"1881",1990,1,4
"1882",1990,3,3
"1883",1990,2,2
"1884",1990,3,3
"1885",1990,2,1
"1886",1990,3,1
"1887",1990,1,1
"1888",1990,2,2
"1889",1990,1,2
"1890",1990,1,1
"1891",1990,1,1
"1892",1990,1,1
"1893",1990,1,1
"1894",1990,1,1
"1895",1990,1,1
"1896",1990,1,2
"1897",1990,1,1
"1898",1990,3,2
"1899",1990,1,1
"1900",1990,1,1
"1901",1990,2,1
"1902",1990,2,1
"1903",1990,1,2
"1904",1990,3,3
"1905",1990,4,3
"1906",1990,3,3
"1907",1990,3,3
"1908",1990,4,2
"1909",1990,2,2
"1910",1990,3,1
"1911",1990,2,2
"1912",1990,2,1
"1913",1990,3,2
"1914",1990,2,2
"1915",1990,3,3
"1916",1990,1,1
"1917",1990,3,3
"1918",1990,2,2
"1919",1990,2,1
"1920",1990,2,2
"1921",1990,1,2
"1922",1990,3,3
"1923",1990,4,5
"1924",1990,2,2
"1925",1990,2,1
"1926",1990,3,1
"1927",1990,2,1
"1928",1990,3,3
"1929",1990,1,2
"1930",1990,5,5
"1931",1990,2,2
"1932",1990,1,2
"1933",1990,1,1
"1934",1990,2,1
"1935",1990,1,2
"1936",1990,3,3
"1937",1990,2,2
"1938",1990,3,3
"1939",1990,2,2
"1940",1990,2,2
"1941",1990,2,1
"1942",1990,2,2
"1943",1990,2,3
"1944",1990,3,2
"1945",1990,2,2
"1946",1990,1,1
"1947",1990,3,1
"1948",1990,1,2
"1949",1990,3,3
"1950",1990,2,2
"1951",1990,2,2
"1952",1990,1,1
"1953",1990,1,1
"1954",1990,3,3
"1955",1990,3,2
"1956",1990,2,1
"1957",1990,1,1
"1958",1990,2,5
"1959",1990,2,3
"1960",1990,2,1
"1961",1990,2,2
"1962",1990,3,2
"1963",1990,2,2
"1964",1990,3,2
"1965",1990,2,4
"1966",1990,4,4
"1967",1990,4,2
"1968",1990,3,3
"1969",1990,5,5
"1970",1990,3,3
"1971",1990,2,1
"1972",1990,3,3
"1973",1990,2,1
"1974",1990,2,2
"1975",1990,1,1
"1976",1990,1,1
"1977",1990,2,2
"1978",1990,1,1
"1979",1990,1,2
"1980",1990,1,4
"1981",1990,2,2
"1982",1990,2,2
"1983",1990,2,2
"1984",1990,1,1
"1985",1990,1,1
"1986",1990,3,4
"1987",1990,1,1
"1988",1990,2,1
"1989",1990,2,2
"1990",1990,3,2
"1991",1990,1,1
"1992",1990,1,1
"1993",1990,2,2
"1994",1990,2,2
"1995",1990,3,1
"1996",1990,3,2
"1997",1990,2,1
"1998",1990,4,3
"1999",1990,4,3
"2000",1990,2,1
"2001",1990,2,1
"2002",1990,2,2
"2003",1990,2,2
"2004",1990,2,3
"2005",1990,2,2
"2006",1990,1,2
"2007",1990,2,1
"2008",1990,1,2
"2009",1990,1,1
"2010",1990,1,1
"2011",1990,5,3
"2012",1990,2,2
"2013",1990,2,2
"2014",1990,5,3
"2015",1990,1,1
"2016",1990,3,3
"2017",1990,3,3
"2018",1990,2,2
"2019",1990,2,1
"2020",1990,4,4
"2021",1990,2,3
"2022",1990,1,1
"2023",1990,2,1
"2024",1990,1,1
"2025",1990,2,4
"2026",1990,2,1
"2027",1990,3,2
"2028",1990,1,1
"2029",1990,2,3
"2030",1990,3,2
"2031",1990,2,1
"2032",1990,2,3
"2033",1990,1,1
"2034",1990,2,1
"2035",1990,1,1
"2036",1990,1,1
"2037",1990,1,1
"2038",1990,1,1
"2039",1990,5,5
"2040",1990,2,3
"2041",1990,4,3
"2042",1990,3,2
"2043",1990,2,2
"2044",1990,2,1
"2045",1990,3,3
"2046",1990,3,3
"2047",1990,3,1
"2048",1990,3,3
"2049",1990,2,2
"2050",1990,4,4
"2051",1990,4,3
"2052",1990,3,5
"2053",1990,2,2
"2054",1990,2,3
"2055",1990,2,2
"2056",1990,3,3
"2057",1990,3,3
"2058",1990,1,2
"2059",1990,4,2
"2060",1990,2,3
"2061",1990,4,4
"2062",1990,4,3
"2063",1990,4,3
"2064",1990,4,5
"2065",1990,2,1
"2066",1990,2,3
"2067",1990,2,2
"2068",1990,3,5
"2069",1990,1,2
"2070",1990,4,4
"2071",1990,2,3
"2072",1990,3,1
"2073",1990,2,1
"2074",1990,2,2
"2075",1990,3,2
"2076",1990,1,3
"2077",1990,2,4
"2078",1990,3,3
"2079",1990,2,2
"2080",1990,3,1
"2081",1990,3,2
"2082",1990,2,1
"2083",1990,2,3
"2084",1990,1,1
"2085",1990,2,2
"2086",1990,1,2
"2087",1990,2,2
"2088",1990,3,3
"2089",1990,3,3
"2090",1990,2,3
"2091",1990,3,3
"2092",1990,3,5
"2093",1990,2,2
"2094",1990,3,5
"2095",1990,5,5
"2096",1990,3,4
"2097",1990,3,2
"2098",1990,2,2
"2099",1990,2,3
"2100",1990,1,2
"2101",1990,2,1
"2102",1990,3,2
"2103",1990,3,1
"2104",1990,1,2
"2105",1990,1,2
"2106",1990,3,2
"2107",1990,5,5
"2108",1990,2,1
"2109",1990,1,1
"2110",1990,2,1
"2111",1990,3,3
"2112",1990,1,1
"2113",1990,3,3
"2114",1990,3,2
"2115",1990,2,2
"2116",1990,2,2
"2117",1990,5,4
"2118",1990,4,2
"2119",1990,1,3
"2120",1990,2,2
"2121",1990,1,2
"2122",1990,4,4
"2123",1990,3,3
"2124",1990,3,2
"2125",1990,4,5
"2126",1990,3,3
"2127",1990,4,3
"2128",1990,3,3
"2129",1990,3,1
"2130",1990,4,3
"2131",1990,3,2
"2132",1990,2,2
"2133",1990,2,2
"2134",1990,3,2
"2135",1990,5,3
"2136",1990,1,2
"2137",1990,1,2
"2138",1990,3,2
"2139",1990,2,1
"2140",1990,3,3
"2141",1990,1,1
"2142",1990,2,2
"2143",1990,3,3
"2144",1990,2,3
"2145",1990,2,2
"2146",1990,2,3
"2147",1990,2,1
"2148",1990,1,3
"2149",1990,3,2
"2150",1990,2,1
"2151",1990,5,4
"2152",1990,3,3
"2153",1990,3,3
"2154",1990,3,3
"2155",1990,1,1
"2156",1990,2,2
"2157",1990,3,1
"2158",1990,2,3
"2159",1990,3,3
"2160",1990,2,2
"2161",1990,3,2
"2162",1990,2,2
"2163",1990,3,3
"2164",1990,2,2
"2165",1990,1,1
"2166",1990,1,1
"2167",1990,3,3
"2168",1990,2,2
"2169",1990,3,2
"2170",1990,3,2
"2171",1990,3,3
"2172",1990,3,3
"2173",1990,3,1
"2174",1990,2,2
"2175",1990,3,3
"2176",1990,3,3
"2177",1990,4,3
"2178",1990,3,2
"2179",1990,3,2
"2180",1990,3,3
"2181",1990,2,2
"2182",1990,4,2
"2183",1990,3,5
"2184",1990,3,4
"2185",1990,5,3
"2186",1990,4,5
"2187",1990,5,5
"2188",1990,3,3
"2189",1990,5,5
"2190",1990,3,4
"2191",1990,4,4
"2192",1990,5,5
"2193",1990,5,4
"2194",1990,5,4
"2195",1990,5,4
"2196",1990,3,3
"2197",1990,4,4
"2198",1990,5,5
"2199",1990,4,4
"2200",1990,5,4
"2201",1990,5,5
"2202",1990,5,5
"2203",1990,4,3
"2204",1990,5,4
"2205",1990,5,4
"2206",1990,5,4
"2207",1990,5,3
"2208",1990,4,4
"2209",1990,3,5
"2210",1990,5,5
"2211",1990,4,4
"2212",1990,2,1
"2213",1990,3,3
"2214",1990,4,3
"2215",1990,3,2
"2216",1990,3,3
"2217",1990,5,5
"2218",1990,4,4
"2219",1990,3,3
"2220",1990,3,3
"2221",1990,3,3
"2222",1990,5,4
"2223",1990,2,2
"2224",1990,4,5
"2225",1990,5,4
"2226",1990,5,5
"2227",1990,4,3
"2228",1990,5,5
"2229",1990,5,4
"2230",1990,5,5
"2231",1990,4,4
"2232",1990,4,4
"2233",1990,5,5
"2234",1990,3,3
"2235",1990,3,4
"2236",1990,2,2
"2237",1990,5,4
"2238",1990,3,4
"2239",1990,5,3
"2240",1990,3,3
"2241",1990,2,2
"2242",1990,3,3
"2243",1990,5,3
"2244",1990,3,3
"2245",1990,5,4
"2246",1990,5,5
"2247",1990,3,3
"2248",1990,3,5
"2249",1990,5,4
"2250",1990,2,3
"2251",1990,5,4
"2252",1990,3,3
"2253",1990,2,3
"2254",1990,3,3
"2255",1990,2,4
"2256",1990,2,2
"2257",1990,5,5
"2258",1990,4,4
"2259",1990,3,2
"2260",1990,3,3
"2261",1990,2,2
"2262",1990,2,2
"2263",1990,2,2
"2264",1990,2,2
"2265",1990,2,2
"2266",1990,3,2
"2267",1990,2,2
"2268",1990,3,3
"2269",1990,2,2
"2270",1990,2,2
"2271",1990,2,1
"2272",1990,4,3
"2273",1990,1,1
"2274",1990,3,1
"2275",1990,2,2
"2276",1990,1,1
"2277",1990,2,2
"2278",1990,1,1
"2279",1990,2,1
"2280",1990,1,1
"2281",1990,1,1
"2282",1990,1,1
"2283",1990,2,2
"2284",1990,4,4
"2285",1990,3,3
"2286",1990,5,4
"2287",1990,4,3
"2288",1990,4,3
"2289",1990,4,3
"2290",1990,2,2
"2291",1990,1,1
"2292",1990,4,3
"2293",1990,5,4
"2294",1990,5,3
"2295",1990,2,1
"2296",1990,4,3
"2297",1990,2,1
"2298",1990,3,2
"2299",1990,1,1
"2300",1990,2,2
"2301",1990,4,3
"2302",1990,4,4
"2303",1990,5,5
"2304",1990,1,2
"2305",1990,2,2
"2306",1990,1,1
"2307",1990,1,1
"2308",1990,2,2
"2309",1990,1,2
"2310",1990,2,3
"2311",1990,2,1
"2312",1990,2,3
"2313",1990,1,1
"2314",1990,3,3
"2315",1990,3,3
"2316",1990,3,2
"2317",1990,4,3
"2318",1990,3,3
"2319",1990,5,2
"2320",1990,3,3
"2321",1990,1,2
"2322",1990,1,1
"2323",1990,1,1
"2324",1990,1,1
"2325",1990,3,3
"2326",1990,2,3
"2327",1990,3,2
"2328",1990,4,3
"2329",1990,3,3
"2330",1990,4,3
"2331",1990,3,3
"2332",1990,3,3
"2333",1990,1,2
"2334",1990,1,1
"2335",1990,2,2
"2336",1990,3,2
"2337",1990,2,2
"2338",1990,2,1
"2339",1990,2,3
"2340",1990,3,3
"2341",1990,1,1
"2342",1990,2,3
"2343",1990,2,2
"2344",1990,2,2
"2345",1990,3,2
"2346",1990,2,2
"2347",1990,2,2
"2348",1990,2,2
"2349",1990,2,2
"2350",1990,2,2
"2351",1990,2,2
"2352",1990,3,2
"2353",1990,2,2
"2354",1990,1,1
"2355",1990,2,1
"2356",1990,3,2
"2357",1990,2,2
"2358",1990,2,3
"2359",1990,2,3
"2360",1990,3,4
"2361",1990,5,2
"2362",1990,2,3
"2363",1990,2,2
"2364",1990,2,1
"2365",1990,2,2
"2366",1990,3,3
"2367",1990,3,2
"2368",1990,3,3
"2369",1990,2,2
"2370",1990,2,2
"2371",1990,3,1
"2372",1990,2,2
"2373",1990,2,2
"2374",1990,3,1
"2375",1990,4,2
"2376",1990,5,3
"2377",1990,3,3
"2378",1990,2,2
"2379",1990,2,2
"2380",1990,2,1
"2381",1990,2,2
"2382",1990,2,2
"2383",1990,1,2
"2384",1990,2,3
"2385",1990,2,1
"2386",1990,3,3
"2387",1990,5,3
"2388",1990,2,3
"2389",1990,2,2
"2390",1990,1,2
"2391",1990,3,2
"2392",1990,4,4
"2393",1990,2,2
"2394",1990,1,2
"2395",1990,2,2
"2396",1990,1,1
"2397",1990,3,2
"2398",1990,3,1
"2399",1990,2,2
"2400",1990,2,1
"2401",1990,1,1
"2402",1990,3,2
"2403",1990,2,2
"2404",1990,2,1
"2405",1990,5,5
"2406",1990,4,3
"2407",1990,3,2
"2408",1990,3,3
"2409",1990,4,4
"2410",1990,3,4
"2411",1990,1,1
"2412",1990,2,2
"2413",1990,3,2
"2414",1990,2,1
"2415",1990,3,1
"2416",1990,2,3
"2417",1990,3,2
"2418",1990,3,2
"2419",1990,3,3
"2420",1990,1,2
"2421",1990,3,3
"2422",1990,5,4
"2423",1990,3,3
"2424",1990,3,3
"2425",1990,2,2
"2426",1990,2,2
"2427",1990,3,3
"2428",1990,3,4
"2429",1990,3,3
"2430",1990,2,2
"2431",1990,1,2
"2432",1990,1,3
"2433",1990,4,3
"2434",1990,3,3
"2435",1990,3,2
"2436",1990,2,2
"2437",1990,2,2
"2438",1990,2,2
"2439",1990,2,2
"2440",1990,3,3
"2441",1990,1,1
"2442",1990,3,3
"2443",1990,2,2
"2444",1990,1,2
"2445",1990,1,2
"2446",1990,2,1
"2447",1990,2,3
"2448",1990,3,3
"2449",1990,2,2
"2450",1990,3,3
"2451",1990,2,2
"2452",1990,2,2
"2453",1990,5,3
"2454",1990,3,3
"2455",1990,3,3
"2456",1990,1,2
"2457",1990,1,2
"2458",1990,1,1
"2459",1990,4,2
"2460",1990,2,2
"2461",1990,2,2
"2462",1990,3,2
"2463",1990,3,3
"2464",1990,2,1
"2465",1990,3,2
"2466",1990,2,2
"2467",1990,3,2
"2468",1990,2,3
"2469",1990,2,3
"2470",1990,3,4
"2471",1990,2,2
"2472",1990,3,2
"2473",1990,1,1
"2474",1990,2,1
"2475",1990,3,3
"2476",1990,3,2
"2477",1990,2,2
"2478",1990,2,2
"2479",1990,5,5
"2480",1990,5,3
"2481",1990,4,4
"2482",1990,3,3
"2483",1990,1,2
"2484",1990,1,2
"2485",1990,3,3
"2486",1990,5,3
"2487",1990,3,3
"2488",1990,5,3
"2489",1990,3,3
"2490",1990,5,3
"2491",1990,5,3
"2492",1990,3,3
"2493",1990,3,2
"2494",1990,2,3
"2495",1990,5,4
"2496",1990,2,2
"2497",1990,3,3
"2498",1990,2,3
"2499",1990,3,4
"2500",1990,3,2
"2501",1990,3,2
"2502",1990,3,3
"2503",1990,2,3
"2504",1990,2,1
"2505",1990,3,2
"2506",1990,2,3
"2507",1990,4,4
"2508",1990,2,3
"2509",1990,1,1
"2510",1990,2,2
"2511",1990,2,3
"2512",1990,3,3
"2513",1990,2,1
"2514",1990,2,2
"2515",1990,3,3
"2516",1990,2,3
"2517",1990,3,3
"2518",1990,3,3
"2519",1990,3,2
"2520",1990,2,2
"2521",1990,3,2
"2522",1990,3,3
"2523",1990,2,2
"2524",1990,2,2
"2525",1990,3,2
"2526",1990,2,2
"2527",1990,2,3
"2528",1990,3,3
"2529",1990,2,1
"2530",1990,2,3
"2531",1990,1,1
"2532",1990,3,5
"2533",1990,3,2
"2534",1990,3,2
"2535",1990,2,3
"2536",1990,2,1
"2537",1990,2,2
"2538",1990,3,4
"2539",1990,2,3
"2540",1990,2,2
"2541",1990,3,2
"2542",1990,2,2
"2543",1990,2,2
"2544",1990,1,1
"2545",1990,1,1
"2546",1990,2,1
"2547",1990,1,2
"2548",1990,2,2
"2549",1990,2,2
"2550",1990,3,3
"2551",1990,2,2
"2552",1990,2,2
"2553",1990,2,2
"2554",1990,3,3
"2555",1990,2,1
"2556",1990,1,2
"2557",1990,2,2
"2558",1990,2,1
"2559",1990,3,2
"2560",1990,2,1
"2561",1990,2,1
"2562",1990,3,3
"2563",1990,2,2
"2564",1990,3,3
"2565",1990,1,1
"2566",1990,2,2
"2567",1990,3,1
"2568",1990,2,2
"2569",1990,1,1
"2570",1990,1,1
"2571",1990,1,1
"2572",1990,1,2
"2573",1990,1,1
"2574",1990,3,4
"2575",1990,3,3
"2576",1990,3,2
"2577",1990,1,1
"2578",1990,1,1
"2579",1990,2,2
"2580",1990,1,2
"2581",1990,1,3
"2582",1990,1,2
"2583",1990,2,1
"2584",1990,3,3
"2585",1990,2,2
"2586",1990,3,2
"2587",1990,2,1
"2588",1990,3,3
"2589",1990,2,2
"2590",1990,2,2
"2591",1990,1,2
"2592",1990,2,2
"2593",1990,2,1
"2594",1990,2,2
"2595",1990,1,1
"2596",1990,2,1
"2597",1990,2,2
"2598",1990,2,2
"2599",1990,4,3
"2600",1990,3,2
"2601",1990,2,2
"2602",1990,3,5
"2603",1990,3,3
"2604",1990,3,3
"2605",1990,3,3
"2606",1990,3,3
"2607",1990,3,3
"2608",1990,2,3
"2609",1990,2,2
"2610",1990,3,3
"2611",1990,3,2
"2612",1990,1,2
"2613",1990,3,2
"2614",1990,3,2
"2615",1990,3,3
"2616",1990,3,3
"2617",1990,5,5
"2618",1990,3,2
"2619",1990,2,2
"2620",1990,1,2
"2621",1990,1,1
"2622",1990,3,2
"2623",1990,4,2
"2624",1990,2,1
"2625",1990,1,1
"2626",1990,1,2
"2627",1990,1,1
"2628",1990,4,2
"2629",1990,3,3
"2630",1990,4,4
"2631",1990,3,3
