pid,wt,t,score,hs,ioo,wg,fair,most,feelings,gender,age,religion,race,inc,pol,educ
0,0,PR2,558,NA,NA,1,Fair,rules,happy,Male,53,catholic,white,"$50,000-$75,000",4,Graduate/Professional Degree
0,1,RE1,598,55.679702048417134,0.056797020484171346,1,Fair,talent,happy,Female,63,none,white,"$25,000-$50,000",2,College Degree
0,1,RA1,611,50.49586776859504,0.0049586776859503745,1,Fair,talent,happy,Male,24,other,white,"$0-$25,000",4,Some College
1,0,RE1,476,44.320297951582866,0.056797020484171346,0,Unfair,rules,indifferent,Male,39,other,white,"$25,000-$50,000",9,High School
1,0,RA1,599,49.50413223140496,0.0049586776859503745,0,Fair,talent,happy,Female,59,protestant,white,"$75,000+",8,Some College
0,0,RA1,521,NA,NA,0,Unfair,luck,indifferent,Male,28,none,latino,"$0-$25,000",5,College Degree
0,0,RE2,690,60.42031523642733,0.10420315236427324,1,Unfair,luck,happy,Male,47,none,white,"$50,000-$75,000",5,College Degree
1,0,RE2,452,39.57968476357268,0.10420315236427324,0,Unfair,rules,angry,Female,29,none,black,"$0-$25,000",5,High School
0,0,RA1,559,51.14364135407137,0.011436413540713675,0,Fair,luck,indifferent,Male,32,none,white,"$75,000+",2,High School
1,0,RA1,534,48.85635864592864,0.011436413540713675,1,Fair,luck,happy,Female,54,none,white,"$0-$25,000",2,College Degree
1,0,RA1,583,50.432525951557096,0.004325259515570945,0,Fair,luck,happy,Female,36,none,white,"$50,000-$75,000",1,College Degree
0,0,RA1,573,49.567474048442904,0.004325259515570945,1,Fair,talent,happy,Female,50,none,white,"$0-$25,000",7,High School
0,0,RA2,552,49.11032028469751,0.008896797153024938,1,Fair,talent,happy,Male,40,none,white,"$50,000-$75,000",2,College Degree
1,1,RA2,572,50.88967971530249,0.008896797153024938,0,Fair,luck,indifferent,Male,27,none,white,"$25,000-$50,000",2,College Degree
1,0,RA1,487,47.28155339805825,0.027184466019417486,0,Unfair,luck,angry,Male,39,catholic,white,"$25,000-$50,000",5,High School
1,1,RE2,645,59.337626494940196,0.09337626494940199,1,Unfair,rules,happy,Female,47,protestant,white,"$75,000+",2,College Degree
0,0,RA1,543,52.71844660194175,0.027184466019417486,1,Fair,talent,happy,Male,71,protestant,white,"$25,000-$50,000",4,College Degree
0,1,RE2,442,40.6623735050598,0.09337626494940199,0,Unfair,luck,sad,Male,24,muslim,asian,"$75,000+",3,College Degree
1,0,RA1,586,50.4302925989673,0.004302925989672968,1,Fair,talent,happy,Female,22,protestant,white,"$0-$25,000",7,Some College
0,1,RA1,576,49.5697074010327,0.004302925989672968,0,Fair,luck,happy,Female,30,other,white,"$50,000-$75,000",7,Some College
0,1,RE1,614,54.48092280390418,0.04480922803904175,1,Unfair,luck,happy,Male,28,none,white,"$0-$25,000",5,Some College
1,0,PR2,575,51.70863309352518,0.017086330935251803,1,Fair,luck,happy,Male,30,protestant,black,"$25,000-$50,000",6,College Degree
1,0,RE1,513,45.51907719609583,0.04480922803904175,0,Unfair,luck,indifferent,Female,27,none,black,"$75,000+",4,College Degree
0,0,RE1,459,42.57884972170686,0.07421150278293132,0,Unfair,luck,sad,Male,33,jewish,white,"$50,000-$75,000",5,Some College
1,0,RE1,619,57.42115027829313,0.07421150278293132,1,Fair,talent,happy,Female,44,catholic,latino,"$75,000+",3,College Degree
0,1,PR2,537,48.29136690647482,0.017086330935251803,0,Unfair,luck,angry,Female,27,none,white,"$25,000-$50,000",1,Graduate/Professional Degree
1,0,RA2,585,50.8695652173913,0.008695652173912993,1,Fair,luck,happy,Male,26,none,white,"$25,000-$50,000",1,Some College
0,0,RA2,565,49.130434782608695,0.008695652173912993,0,Unfair,luck,indifferent,Male,34,none,white,"$0-$25,000",5,College Degree
0,0,RA2,540,48.214285714285715,0.017857142857142905,1,Unfair,rules,happy,Male,65,none,white,"$25,000-$50,000",4,College Degree
1,1,RA2,580,51.78571428571429,0.017857142857142905,0,Unfair,luck,angry,Female,55,protestant,white,"$50,000-$75,000",7,Graduate/Professional Degree
0,0,PR1,597,52.414398595259,0.02414398595259004,1,Fair,rules,happy,Female,59,protestant,white,"$25,000-$50,000",7,Some College
1,0,PR1,542,47.585601404741,0.02414398595259004,0,Unfair,luck,indifferent,Male,41,catholic,white,"$50,000-$75,000",2,Some College
0,1,RA2,504,45.65217391304348,0.04347826086956519,0,Unfair,rules,angry,Male,36,none,white,"$75,000+",2,College Degree
1,1,RA2,600,54.347826086956516,0.04347826086956519,1,Unfair,rules,happy,Female,45,catholic,white,"$25,000-$50,000",3,College Degree
0,0,PR2,582,48.5,0.015000000000000013,0,Fair,talent,happy,Female,32,other,white,"$50,000-$75,000",4,College Degree
0,0,PR2,535,48.72495446265938,0.012750455373406244,0,Unfair,rules,sad,Female,53,none,white,"$25,000-$50,000",5,College Degree
1,1,PR2,563,51.275045537340624,0.012750455373406244,1,Fair,rules,happy,Female,68,none,white,"$75,000+",2,Graduate/Professional Degree
1,1,PR2,618,51.5,0.015000000000000013,1,Fair,luck,happy,Female,34,none,white,"$25,000-$50,000",1,High School
0,1,RE1,631,55.98935226264419,0.059893522626441875,1,Fair,rules,happy,Female,43,protestant,white,"$50,000-$75,000",9,College Degree
1,0,PR2,567,50.4,0.0040000000000000036,0,Fair,talent,indifferent,Female,31,protestant,black,"$25,000-$50,000",1,College Degree
1,0,RE1,496,44.01064773735581,0.059893522626441875,0,Unfair,luck,sad,Female,57,protestant,white,"$75,000+",5,NA
0,0,RE2,688,60.03490401396161,0.1003490401396161,1,Fair,rules,happy,Male,53,catholic,white,"$50,000-$75,000",5,Graduate/Professional Degree
0,0,PR2,558,49.6,0.0040000000000000036,1,Fair,rules,happy,Male,38,protestant,latino,"$0-$25,000",4,High School
1,1,RE2,458,39.9650959860384,0.1003490401396161,0,Unfair,luck,angry,Female,62,other,white,"$0-$25,000",2,College Degree
0,0,RE2,664,58.553791887125215,0.08553791887125217,1,Fair,talent,happy,Male,26,other,white,"$0-$25,000",7,High School
1,1,RE2,470,41.44620811287478,0.08553791887125217,0,Unfair,rules,sad,Female,32,none,white,"$0-$25,000",2,Some College
1,0,RE2,460,41.25560538116592,0.08744394618834084,0,Unfair,luck,angry,Female,29,none,white,"$0-$25,000",3,College Degree
0,0,RE2,655,58.744394618834086,0.08744394618834084,1,Fair,rules,happy,Male,22,protestant,white,"$50,000-$75,000",7,College Degree
0,0,RA1,543,50.23126734505088,0.0023126734505087843,0,Unfair,luck,sad,Female,60,protestant,black,"$0-$25,000",1,College Degree
0,1,PR2,549,48.67021276595745,0.013297872340425565,1,Fair,luck,happy,Male,33,catholic,white,"$50,000-$75,000",9,College Degree
1,0,PR2,579,51.329787234042556,0.013297872340425565,0,Unfair,luck,angry,Female,23,catholic,white,"$25,000-$50,000",1,Some College
1,0,RA2,582,51.964285714285715,0.019642857142857184,1,Fair,talent,happy,Female,40,catholic,white,"$75,000+",8,Some College
0,1,RA2,538,48.035714285714285,0.019642857142857184,0,Fair,rules,sad,Male,60,none,white,"$0-$25,000",2,College Degree
1,0,RA1,538,49.76873265494912,0.0023126734505087843,1,Fair,talent,happy,Female,60,catholic,white,"$25,000-$50,000",7,High School
0,0,RA1,567,NA,NA,1,Fair,luck,happy,Female,27,none,white,"$0-$25,000",3,High School
1,0,PR2,551,50.45787545787546,0.0045787545787545625,0,Unfair,luck,indifferent,Female,37,none,white,"$25,000-$50,000",3,College Degree
0,0,PR2,541,49.54212454212454,0.0045787545787545625,1,Fair,rules,happy,Female,29,protestant,black,"$50,000-$75,000",2,College Degree
0,0,RE2,463,41.19217081850534,0.08807829181494664,0,Fair,luck,sad,Male,33,protestant,white,"$50,000-$75,000",9,Some College
1,1,RE2,661,58.80782918149466,0.08807829181494664,1,Fair,luck,happy,Male,60,none,white,"$0-$25,000",3,Some College
1,1,RE2,439,39.26654740608229,0.10733452593917714,0,Unfair,rules,angry,Male,31,protestant,white,"$25,000-$50,000",8,College Degree
1,0,RA2,501,48.0806142034549,0.019193857965451033,0,Fair,luck,indifferent,Male,28,none,white,"$25,000-$50,000",3,College Degree
0,0,RA2,541,51.9193857965451,0.019193857965451033,1,Fair,luck,happy,Male,62,none,white,"$25,000-$50,000",2,Graduate/Professional Degree
0,0,RA2,561,51.27970749542962,0.012797074954296161,1,Fair,luck,happy,Male,29,catholic,white,"$75,000+",5,College Degree
1,0,RA2,533,48.72029250457038,0.012797074954296161,0,Fair,luck,indifferent,Male,44,none,white,"$0-$25,000",5,High School
0,1,RA1,514,44.310344827586206,0.05689655172413788,0,Unfair,luck,indifferent,Female,26,none,other,"$75,000+",2,College Degree
1,1,RA1,646,55.68965517241379,0.05689655172413788,1,Fair,talent,happy,Male,39,catholic,latino,"$25,000-$50,000",3,College Degree
0,0,RE2,650,61.494796594134336,0.11494796594134338,1,Fair,talent,happy,Female,54,catholic,white,"$25,000-$50,000",4,High School
1,1,RE2,407,38.50520340586566,0.11494796594134338,0,Unfair,rules,indifferent,Male,24,protestant,white,"$25,000-$50,000",4,College Degree
1,1,RE1,605,53.730017761989345,0.03730017761989346,1,Unfair,luck,indifferent,Female,53,protestant,white,"$25,000-$50,000",5,Some College
0,1,RE1,521,46.26998223801066,0.03730017761989346,0,Fair,luck,sad,Female,45,none,white,"$75,000+",9,High School
0,1,RE1,614,55.6663644605621,0.05666364460562101,1,Fair,talent,happy,Male,30,none,white,"$0-$25,000",2,Some College
1,0,RE1,489,44.3336355394379,0.05666364460562101,0,Unfair,rules,sad,Female,42,none,white,"$25,000-$50,000",1,College Degree
1,1,RE1,679,NA,NA,1,Fair,rules,happy,Female,42,other,black,"$0-$25,000",2,Some College
0,1,RE1,611,55.44464609800362,0.05444646098003625,1,Unfair,luck,happy,Female,36,catholic,white,"$50,000-$75,000",4,College Degree
1,0,RE1,491,44.55535390199637,0.05444646098003625,0,Unfair,luck,indifferent,Male,54,none,white,"$50,000-$75,000",4,College Degree
1,0,PR2,548,50.321395775941234,0.003213957759412356,1,Fair,luck,happy,Female,45,other,white,"$25,000-$50,000",9,College Degree
0,0,PR2,558,49.6,0.0040000000000000036,1,Fair,rules,happy,Male,47,none,white,"$50,000-$75,000",7,High School
1,1,PR2,567,50.4,0.0040000000000000036,0,Fair,talent,sad,Female,39,catholic,white,"$50,000-$75,000",5,College Degree
0,1,RE1,605,NA,NA,1,Fair,rules,happy,Female,32,other,white,"$25,000-$50,000",6,College Degree
0,1,PR2,541,49.67860422405877,0.003213957759412356,0,Fair,rules,indifferent,Male,34,other,other,"$50,000-$75,000",5,College Degree
1,0,PR1,553,49.59641255605381,0.004035874439461851,0,Unfair,rules,angry,Male,51,protestant,white,"$25,000-$50,000",9,High School
0,1,PR1,562,50.403587443946186,0.004035874439461851,1,Fair,talent,happy,Male,33,catholic,white,"$75,000+",2,College Degree
1,0,RE1,622,56.59690627843494,0.06596906278434944,1,Unfair,luck,happy,Male,30,none,latino,"$75,000+",1,Graduate/Professional Degree
0,0,RE1,477,43.403093721565064,0.06596906278434944,0,Unfair,rules,angry,Female,33,protestant,white,"$25,000-$50,000",6,College Degree
0,0,RA2,501,47.175141242937855,0.02824858757062143,0,Fair,talent,sad,Female,46,protestant,white,"$0-$25,000",2,Some College
1,0,RA2,561,52.824858757062145,0.02824858757062143,1,Fair,rules,happy,Male,22,catholic,white,"$0-$25,000",3,Some College
1,0,RE1,579,51.65031222123104,0.016503122212310428,1,Fair,talent,happy,Female,36,none,white,"$50,000-$75,000",8,Some College
0,0,RE1,542,48.34968777876896,0.016503122212310428,0,Fair,rules,indifferent,Female,21,jewish,asian,"$75,000+",1,High School
0,1,RE1,617,58.705994291151285,0.08705994291151287,1,Unfair,luck,happy,Female,23,none,white,"$25,000-$50,000",3,College Degree
1,0,RE1,434,41.294005708848715,0.08705994291151287,0,Unfair,luck,indifferent,Male,47,protestant,black,"$50,000-$75,000",1,College Degree
0,0,RA2,573,50.663129973474796,0.006631299734747964,0,Fair,luck,indifferent,Female,53,catholic,white,"$0-$25,000",4,College Degree
1,0,RA2,558,49.3368700265252,0.006631299734747964,1,Fair,rules,happy,Female,39,catholic,other,"$0-$25,000",5,Some College
1,1,RA2,528,48.39596700274977,0.016040329972502265,1,Fair,rules,happy,Female,30,catholic,white,"$75,000+",6,College Degree
0,0,RA2,563,51.60403299725023,0.016040329972502265,0,Fair,talent,sad,Male,53,none,white,"$0-$25,000",2,College Degree
1,0,RA2,523,47.71897810218978,0.022810218978102204,1,Fair,luck,happy,Male,50,protestant,white,"$25,000-$50,000",6,College Degree
0,0,RA2,573,52.28102189781022,0.022810218978102204,0,Unfair,talent,indifferent,Male,25,protestant,white,"$25,000-$50,000",2,College Degree
0,0,RA2,529,NA,NA,0,Fair,talent,sad,Female,36,protestant,black,"$25,000-$50,000",2,College Degree
1,0,PR1,560,NA,NA,0,Fair,rules,indifferent,Female,38,none,white,"$25,000-$50,000",2,Graduate/Professional Degree
0,0,RA1,576,48.566610455311974,0.01433389544688024,0,Unfair,luck,indifferent,Male,44,none,white,"$0-$25,000",1,College Degree
1,0,RA1,610,51.433389544688026,0.01433389544688024,1,Fair,luck,happy,Female,36,none,white,"$25,000-$50,000",4,College Degree
0,1,PR1,552,48.08362369337979,0.019163763066202044,0,Unfair,luck,angry,Female,30,none,white,"$0-$25,000",3,College Degree
1,0,RE2,673,60.960144927536234,0.1096014492753623,1,Fair,rules,happy,Male,62,catholic,white,"$50,000-$75,000",4,Some College
1,1,PR1,596,51.91637630662021,0.019163763066202044,1,Fair,luck,happy,Female,22,none,white,"$75,000+",2,Some College
0,1,PR2,546,50.13774104683195,0.0013774104683195176,1,Fair,luck,happy,Female,33,none,white,"$75,000+",2,Graduate/Professional Degree
0,1,RE2,431,39.039855072463766,0.1096014492753623,0,Unfair,luck,angry,Female,29,protestant,white,"$50,000-$75,000",5,College Degree
1,1,PR2,543,49.862258953168045,0.0013774104683195176,0,Unfair,luck,angry,Male,32,none,white,"$50,000-$75,000",5,Some College
1,0,RA1,574,50.35087719298246,0.0035087719298245723,0,Unfair,luck,sad,Male,33,none,white,"$0-$25,000",5,High School
0,1,RA1,566,49.64912280701754,0.0035087719298245723,1,Fair,luck,happy,Male,33,none,white,"$25,000-$50,000",5,College Degree
0,1,RE2,699,60.20671834625323,0.1020671834625323,1,Fair,talent,happy,Male,40,catholic,white,"$50,000-$75,000",8,Graduate/Professional Degree
0,1,RA2,564,50.26737967914438,0.002673796791443861,1,Unfair,luck,happy,Male,39,other,white,"$25,000-$50,000",3,Graduate/Professional Degree
1,0,RA2,558,49.73262032085562,0.002673796791443861,0,Unfair,luck,angry,Male,30,none,asian,"$0-$25,000",5,Graduate/Professional Degree
1,1,RE2,462,39.79328165374677,0.1020671834625323,0,Unfair,luck,angry,Male,22,catholic,white,"$75,000+",5,Some College
0,0,RE2,639,NA,NA,1,Unfair,rules,happy,Male,27,catholic,white,"$0-$25,000",5,High School
0,1,RE2,674,60.071301247771835,0.10071301247771836,1,Fair,talent,happy,Male,33,none,white,"$0-$25,000",4,High School
1,1,RE2,448,39.928698752228165,0.10071301247771836,0,Unfair,rules,indifferent,Female,54,none,white,"$0-$25,000",2,College Degree
0,1,PR2,566,52.89719626168225,0.028971962616822444,0,Unfair,luck,angry,Male,30,none,white,"$25,000-$50,000",2,College Degree
1,1,PR2,504,47.10280373831775,0.028971962616822444,1,Fair,rules,indifferent,Male,22,none,white,"$50,000-$75,000",1,Some College
0,0,RA1,516,47.03737465815861,0.02962625341841385,0,Unfair,rules,sad,Female,37,protestant,white,"$25,000-$50,000",9,High School
1,1,RA1,581,52.96262534184139,0.02962625341841385,1,Fair,rules,happy,Male,45,other,latino,"$25,000-$50,000",2,Some College
1,1,RA2,571,50.04382120946538,4.382120946537782e-4,1,Fair,talent,happy,Male,39,lutheran,white,"$50,000-$75,000",6,College Degree
0,0,RA2,570,49.956178790534615,4.382120946537782e-4,0,Fair,rules,indifferent,Male,44,none,white,"$75,000+",2,College Degree
0,0,PR1,594,50.51020408163265,0.005102040816326481,1,Fair,rules,happy,Male,63,none,white,"$25,000-$50,000",6,High School
1,1,RA1,557,48.774080560420316,0.012259194395796813,0,Unfair,luck,sad,Female,39,none,white,"$75,000+",1,College Degree
1,0,PR1,582,49.48979591836735,0.005102040816326481,0,Unfair,luck,angry,Male,31,none,white,"$25,000-$50,000",6,College Degree
0,1,RA1,585,51.225919439579684,0.012259194395796813,1,Fair,luck,happy,Male,30,none,white,"$75,000+",1,Some College
1,1,PR1,547,50,0,1,Fair,luck,happy,Male,43,protestant,white,"$75,000+",6,Graduate/Professional Degree
0,0,PR1,547,50,0,0,Fair,talent,indifferent,Female,34,none,white,"$50,000-$75,000",4,High School
0,0,RA1,568,51.40271493212669,0.014027149321266918,1,Fair,talent,happy,Male,30,catholic,white,"$25,000-$50,000",9,Graduate/Professional Degree
1,1,RA1,537,48.5972850678733,0.014027149321266918,0,Unfair,luck,sad,Female,56,catholic,white,"$0-$25,000",4,High School
0,0,RE2,438,39.28251121076233,0.10717488789237672,0,Unfair,rules,sad,Female,36,none,white,"$50,000-$75,000",1,Some College
1,1,RE2,677,60.71748878923767,0.10717488789237672,1,Unfair,talent,happy,Female,28,none,white,"$50,000-$75,000",2,Some College
0,1,PR1,579,NA,NA,1,Fair,rules,happy,Male,52,none,white,"$50,000-$75,000",6,Some College
0,0,RE2,431,38.828828828828826,0.11171171171171168,0,Unfair,rules,indifferent,Female,38,other,white,"$75,000+",1,College Degree
1,1,RE2,679,61.17117117117117,0.11171171171171168,1,Fair,talent,happy,Male,45,none,white,"$0-$25,000",8,College Degree
0,0,PR1,586,50.95652173913044,0.009565217391304337,1,Fair,talent,happy,Male,67,none,white,"$25,000-$50,000",2,Some College
1,1,PR1,564,49.04347826086956,0.009565217391304337,0,Unfair,rules,angry,Male,29,none,white,"$25,000-$50,000",1,High School
1,0,PR2,558,NA,NA,1,Unfair,rules,happy,Female,37,protestant,white,"$75,000+",6,Some College
0,0,RE2,697,60.76721883173496,0.10767218831734959,1,Fair,luck,happy,Female,26,other,white,"$25,000-$50,000",6,Some College
1,0,RE2,450,39.23278116826504,0.10767218831734959,0,Unfair,luck,angry,Female,26,other,white,"$25,000-$50,000",5,College Degree
1,0,PR1,569,50.08802816901409,8.802816901408717e-4,1,Fair,luck,happy,Male,44,none,white,"$0-$25,000",3,College Degree
0,0,PR1,567,49.91197183098591,8.802816901408717e-4,0,Fair,rules,angry,Male,39,none,white,"$50,000-$75,000",2,College Degree
0,0,RA1,602,52.39338555265448,0.02393385552654481,1,Fair,luck,happy,Female,27,none,white,"$25,000-$50,000",5,College Degree
1,1,RA1,547,47.60661444734552,0.02393385552654481,0,Unfair,luck,sad,Male,36,catholic,latino,"$25,000-$50,000",2,High School
1,0,RE1,502,43.72822299651568,0.06271777003484325,0,Unfair,luck,sad,Male,48,catholic,white,"$50,000-$75,000",5,Graduate/Professional Degree
0,1,RE1,646,56.271777003484324,0.06271777003484325,1,Fair,talent,happy,Male,29,none,latino,"$25,000-$50,000",6,College Degree
0,0,RA1,555,49.02826855123675,0.009717314487632467,1,Fair,luck,happy,Male,55,protestant,white,"$75,000+",9,College Degree
0,1,PR1,550,50.87881591119334,0.008788159111933425,0,Fair,luck,angry,Male,54,protestant,white,"$25,000-$50,000",4,Some College
1,0,RA1,577,50.971731448763244,0.009717314487632467,0,Fair,talent,happy,Female,55,protestant,black,"$50,000-$75,000",6,College Degree
1,1,PR1,531,49.121184088806665,0.008788159111933425,1,Unfair,rules,happy,Male,47,protestant,white,"$75,000+",8,Graduate/Professional Degree
0,1,RE1,483,39.98344370860927,0.10016556291390732,0,Unfair,talent,angry,Male,33,none,white,"$25,000-$50,000",2,College Degree
1,1,RE1,725,60.016556291390735,0.10016556291390732,1,Unfair,rules,happy,Female,43,none,white,"$50,000-$75,000",2,Some College
1,1,RE2,427,NA,NA,0,Unfair,luck,indifferent,Male,40,none,white,"$0-$25,000",1,Some College
1,0,PR2,551,47.2961373390558,0.027038626609442007,0,Unfair,rules,indifferent,Female,54,other,white,"$25,000-$50,000",5,High School
0,1,PR2,614,52.7038626609442,0.027038626609442007,1,Unfair,talent,happy,Female,24,none,black,"$0-$25,000",2,College Degree
1,1,RE1,485,43.111111111111114,0.06888888888888889,0,Unfair,rules,indifferent,Male,21,none,white,"$0-$25,000",8,High School
0,1,RE1,640,56.888888888888886,0.06888888888888889,1,Unfair,rules,happy,Female,34,protestant,asian,"$50,000-$75,000",3,College Degree
0,0,RA1,560,49.209138840070295,0.00790861159929701,1,Fair,talent,happy,Male,42,none,asian,"$25,000-$50,000",2,College Degree
1,0,PR2,582,50.43327556325823,0.004332755632582286,1,Fair,rules,happy,Female,36,catholic,white,"$25,000-$50,000",6,College Degree
0,1,PR2,572,49.566724436741765,0.004332755632582286,0,Unfair,luck,angry,Female,32,protestant,white,"$25,000-$50,000",6,College Degree
0,1,PR2,523,49.20037629350894,0.007996237064910594,0,Unfair,luck,sad,Male,46,lutheran,white,"$75,000+",3,Some College
1,0,PR2,540,50.79962370649106,0.007996237064910594,1,Fair,talent,happy,Male,35,catholic,black,"$50,000-$75,000",3,College Degree
0,0,RE2,454,39.54703832752614,0.1045296167247387,0,Unfair,rules,angry,Female,28,other,white,"$25,000-$50,000",3,College Degree
1,0,RE2,694,60.45296167247387,0.1045296167247387,1,Unfair,rules,happy,Female,45,catholic,white,"$75,000+",7,College Degree
1,0,RA1,578,50.790861159929705,0.00790861159929701,0,Fair,luck,happy,Female,54,protestant,white,"$0-$25,000",7,Some College
0,0,RE1,587,55.01405810684161,0.050140581068416124,1,Fair,talent,happy,Female,50,none,white,"$25,000-$50,000",1,Some College
1,0,RE1,480,44.98594189315839,0.050140581068416124,0,Unfair,rules,indifferent,Female,25,none,white,"$0-$25,000",3,Graduate/Professional Degree
0,0,RE1,539,50.23299161230196,0.002329916123019582,1,Fair,luck,happy,Female,31,protestant,other,"$50,000-$75,000",5,Some College
1,0,RE1,534,49.76700838769804,0.002329916123019582,0,Unfair,luck,sad,Male,28,protestant,latino,"$50,000-$75,000",5,Some College
0,0,PR2,556,47.72532188841201,0.0227467811158798,0,Unfair,luck,sad,Female,33,catholic,white,"$25,000-$50,000",4,Some College
1,0,PR2,609,52.27467811158798,0.0227467811158798,1,Fair,luck,happy,Male,27,none,white,"$50,000-$75,000",8,College Degree
0,1,RA1,600,52.12858384013901,0.02128583840139009,1,Fair,luck,happy,Female,28,none,white,"$25,000-$50,000",2,Some College
1,1,RA1,551,47.87141615986099,0.02128583840139009,0,Fair,luck,angry,Male,60,none,white,"$0-$25,000",2,Some College
1,0,PR2,574,51.022222222222226,0.010222222222222244,0,Unfair,rules,sad,Female,26,none,black,"$0-$25,000",2,College Degree
1,1,RA1,559,52.537593984962406,0.025375939849624052,1,Fair,luck,happy,Female,48,none,white,"$0-$25,000",5,Some College
0,1,PR2,524,48.07339449541285,0.019266055045871533,1,Fair,rules,happy,Male,37,none,white,"$25,000-$50,000",2,Some College
0,0,RA1,505,47.462406015037594,0.025375939849624052,0,Unfair,luck,angry,Male,33,none,white,"$50,000-$75,000",1,College Degree
1,0,RA1,612,52.12947189097103,0.021294718909710353,1,Fair,rules,happy,Female,60,none,white,"$25,000-$50,000",2,Graduate/Professional Degree
0,0,RA1,562,47.87052810902896,0.021294718909710353,0,Fair,luck,sad,Female,40,protestant,white,"$50,000-$75,000",6,College Degree
1,1,PR2,566,51.92660550458715,0.019266055045871533,0,Unfair,rules,indifferent,Male,47,none,white,"$75,000+",5,College Degree
0,0,PR2,551,48.977777777777774,0.010222222222222244,1,Fair,rules,happy,Female,56,none,black,"$0-$25,000",1,College Degree
0,1,RE2,679,60.73345259391771,0.10733452593917714,1,Unfair,luck,happy,Male,25,jewish,white,"$75,000+",6,College Degree
1,1,RA2,547,50.883720930232556,0.008837209302325566,0,Fair,talent,sad,Female,45,protestant,black,"$50,000-$75,000",6,Some College
0,1,RA2,528,49.116279069767444,0.008837209302325566,1,Unfair,luck,happy,Male,32,catholic,white,"$50,000-$75,000",3,Graduate/Professional Degree
0,1,RE2,647,58.28828828828829,0.08288288288288292,1,Fair,talent,happy,Male,29,catholic,black,"$50,000-$75,000",7,College Degree
1,0,RE2,463,41.711711711711715,0.08288288288288292,0,Unfair,luck,indifferent,Female,48,catholic,white,"$75,000+",2,Some College
0,0,PR1,559,52,0.020000000000000018,0,Unfair,luck,happy,Male,28,protestant,black,"$25,000-$50,000",4,Some College
0,0,PR2,543,49.63436928702011,0.003656307129798919,1,Fair,luck,happy,Female,59,catholic,white,"$50,000-$75,000",9,College Degree
0,0,PR1,568,50,0,0,Fair,luck,sad,Female,38,catholic,white,"$50,000-$75,000",2,Some College
1,1,PR1,568,50,0,1,Fair,luck,happy,Female,34,none,white,"$50,000-$75,000",1,Some College
1,1,PR2,579,51.14840989399293,0.0114840989399293,1,Unfair,rules,happy,Male,35,none,white,"$75,000+",2,Graduate/Professional Degree
0,0,PR2,553,48.851590106007066,0.0114840989399293,0,Unfair,rules,indifferent,Female,31,muslim,black,"$25,000-$50,000",6,Some College
0,1,PR2,602,50,0,1,Unfair,luck,happy,Male,20,NA,latino,"$0-$25,000",5,High School
1,1,PR2,602,50,0,0,Unfair,luck,indifferent,Female,29,lutheran,white,"$0-$25,000",2,College Degree
0,0,PR1,613,51.38306789606035,0.013830678960603526,0,Unfair,luck,sad,Male,24,protestant,white,"$25,000-$50,000",7,College Degree
1,1,PR1,580,48.61693210393965,0.013830678960603526,1,Fair,luck,happy,Female,69,other,white,"$25,000-$50,000",7,College Degree
1,1,RA2,532,49.213691026827014,0.007863089731729889,0,Unfair,luck,angry,Male,31,none,asian,"$0-$25,000",2,College Degree
0,1,RA2,549,50.786308973172986,0.007863089731729889,1,Fair,luck,happy,Male,39,none,black,"$25,000-$50,000",4,College Degree
0,1,RA2,579,NA,NA,0,Fair,luck,indifferent,Female,33,other,white,"$0-$25,000",1,High School
1,1,RA2,551,49.72924187725632,0.0027075812274368616,0,Unfair,talent,angry,Male,61,catholic,white,"$50,000-$75,000",2,Some College
0,1,RA2,557,50.270758122743686,0.0027075812274368616,1,Unfair,rules,happy,Male,34,none,latino,"$75,000+",6,Some College
0,0,RA2,520,48.643592142188965,0.013564078578110372,1,Fair,rules,happy,Male,24,catholic,black,"$50,000-$75,000",1,Some College
1,1,RA2,549,51.356407857811035,0.013564078578110372,0,Unfair,luck,sad,Male,32,none,white,"$0-$25,000",6,High School
1,1,PR1,516,48,0.020000000000000018,1,Fair,rules,happy,Female,30,protestant,latino,"$25,000-$50,000",2,Some College
0,1,RE1,611,55.19421860885275,0.05194218608852752,1,Unfair,luck,happy,Male,30,none,white,"$25,000-$50,000",4,High School
1,0,RE1,496,44.80578139114724,0.05194218608852752,0,Fair,talent,indifferent,Female,28,protestant,white,"$25,000-$50,000",5,College Degree
0,0,RA2,561,50.72332730560579,0.007233273056057921,1,Fair,talent,happy,Female,43,none,white,"$25,000-$50,000",2,College Degree
1,0,RA2,545,49.276672694394215,0.007233273056057921,0,Fair,talent,sad,Female,36,protestant,white,"$0-$25,000",2,Some College
0,0,RA1,530,48.8479262672811,0.011520737327188946,0,Unfair,rules,indifferent,Male,24,other,white,"$75,000+",5,High School
1,1,RA1,555,51.1520737327189,0.011520737327188946,1,Fair,talent,happy,Male,28,none,white,"$75,000+",8,Some College
0,0,RE1,646,57.16814159292035,0.07168141592920352,1,Unfair,rules,happy,Male,23,protestant,latino,"$50,000-$75,000",3,Some College
1,1,RE1,484,42.83185840707965,0.07168141592920352,0,Unfair,rules,indifferent,Female,36,jewish,white,"$25,000-$50,000",1,Graduate/Professional Degree
0,0,RA1,559,NA,NA,0,Unfair,luck,sad,Female,22,none,white,"$50,000-$75,000",1,College Degree
